address,search_key,suburb,street_id,street_name,street_key,latitude,longitude
577 St Kilda Road Melbourne,577 st kilda road melbourne,Central City,1056,St Kilda Road,Central City|1056,-37.84865751,144.98042851
577 Swanston Street Carlton,577 swanston street carlton,Carlton,1114,Swanston Street,Carlton|1114,-37.80513947,144.96298650
578 Bourke Street Melbourne,578 bourke street melbourne,Central City,455,Bourke Street,Central City|455,-37.81598939,144.95662197
578 Collins Street Melbourne,578 collins street melbourne,Central City,526,Collins Street,Central City|526,-37.81856329,144.95540973
578 Elizabeth Street Melbourne,578 elizabeth street melbourne,Central City,599,Elizabeth Street,Central City|599,-37.80480996,144.95918711
578 Flinders Lane Melbourne,578 flinders lane melbourne,Central City,635,Flinders Lane,Central City|635,-37.81984420,144.95518051
578 Flinders Street Melbourne,578 flinders street melbourne,Central City,636,Flinders Street,Central City|636,-37.82085322,144.95525049
578 Footscray Road West Melbourne,578 footscray road west melbourne,North and West Melbourne,640,Footscray Road,North and West Melbourne|640,-37.80761311,144.91996413
578 Little Collins Street Melbourne,578 little collins street melbourne,Central City,812,Little Collins Street,Central City|812,-37.81745161,144.95556483
578 Little Lonsdale Street Melbourne,578 little lonsdale street melbourne,Central City,825,Little Lonsdale Street,Central City|825,-37.81396437,144.95238986
578 Lonsdale Street Melbourne,578 lonsdale street melbourne,Central City,803,Lonsdale Street,Central City|803,-37.81415118,144.95528437
578 Lorimer Street Port Melbourne,578 lorimer street port melbourne,Fishermans Bend,1370,Lorimer Street,Fishermans Bend|1370,-37.82159174,144.91556082
578 Lygon Street Carlton,578 lygon street carlton,Carlton,840,Lygon Street,Carlton|840,-37.79293831,144.96844757
578 Queensberry Street North Melbourne,578 queensberry street north melbourne,North and West Melbourne,1008,Queensberry Street,North and West Melbourne|1008,-37.80273759,144.94796805
578 Swanston Street Carlton,578 swanston street carlton,Carlton,1114,Swanston Street,Carlton|1114,-37.80317360,144.96367884
578 Victoria Parade East Melbourne,578 victoria parade east melbourne,East Melbourne,1151,Victoria Parade,East Melbourne|1151,-37.81011826,144.99061400
578 Victoria Street North Melbourne,578 victoria street north melbourne,North and West Melbourne,1152,Victoria Street,North and West Melbourne|1152,-37.80474091,144.94692724
579 Bourke Street Melbourne,579 bourke street melbourne,Central City,455,Bourke Street,Central City|455,-37.81629402,144.95655642
579 Collins Street Melbourne,579 collins street melbourne,Central City,526,Collins Street,Central City|526,-37.81883402,144.95546939
579 Elizabeth Street Melbourne,579 elizabeth street melbourne,Central City,599,Elizabeth Street,Central City|599,-37.80469801,144.95840328
579 Flinders Lane Melbourne,579 flinders lane melbourne,Central City,635,Flinders Lane,Central City|635,-37.82008282,144.95501947
579 Flinders Street Melbourne,579 flinders street melbourne,Central City,636,Flinders Street,Central City|636,-37.82115840,144.95543023
579 Footscray Road West Melbourne,579 footscray road west melbourne,North and West Melbourne,640,Footscray Road,North and West Melbourne|640,-37.80828704,144.91978413
579 Little Bourke Street Melbourne,579 little bourke street melbourne,Central City,809,Little Bourke Street,Central City|809,-37.81537551,144.95556135
579 Little Collins Street Melbourne,579 little collins street melbourne,Central City,812,Little Collins Street,Central City|812,-37.81764606,144.95554920
579 Little Lonsdale Street Melbourne,579 little lonsdale street melbourne,Central City,825,Little Lonsdale Street,Central City|825,-37.81343789,144.95470364
579 Lonsdale Street Melbourne,579 lonsdale street melbourne,Central City,803,Lonsdale Street,Central City|803,-37.81445356,144.95525056
579 Punt Road South Yarra,579 punt road south yarra,South Yarra,1004,Punt Road,South Yarra|1004,-37.84163924,144.98572913
579 Queensberry Street North Melbourne,579 queensberry street north melbourne,North and West Melbourne,1008,Queensberry Street,North and West Melbourne|1008,-37.80300724,144.94792522
579 Royal Parade Parkville,579 royal parade parkville,Parkville,1041,Royal Parade,Parkville|1041,-37.77849914,144.95981826
579 Spencer Street West Melbourne,579 spencer street west melbourne,North and West Melbourne,1086,Spencer Street,North and West Melbourne|1086,-37.80726948,144.94703112
579 St Kilda Road Melbourne,579 st kilda road melbourne,Central City,1056,St Kilda Road,Central City|1056,-37.84880145,144.98048102
579 Swanston Street Carlton,579 swanston street carlton,Carlton,1114,Swanston Street,Carlton|1114,-37.80510082,144.96299323
57A Peel Street West Melbourne,57a peel street west melbourne,North and West Melbourne,973,Peel Street,North and West Melbourne|973,-37.80684906,144.95558114
57A Stubbs Street Kensington,57a stubbs street kensington,Kensington,119628,Stubbs Street,Kensington|119628,-37.79167715,144.93561968
57W Toorak Road South Yarra,57w toorak road south yarra,South Yarra,1127,Toorak Road,South Yarra|1127,-37.83750266,144.97935674
58 A'Beckett Street Melbourne,58 a'beckett street melbourne,Central City,368,A'Beckett Street,Central City|368,-37.80894043,144.96160496
58 Abbotsford Street West Melbourne,58 abbotsford street west melbourne,North and West Melbourne,367,Abbotsford Street,North and West Melbourne|367,-37.80676790,144.94461013
58 Acland Street South Yarra,58 acland street south yarra,South Yarra,369,Acland Street,South Yarra|369,-37.83322010,144.98401777
58 Adams Street South Yarra,58 adams street south yarra,South Yarra,370,Adams Street,South Yarra|370,-37.83522595,144.97771121
58 Adderley Street West Melbourne,58 adderley street west melbourne,North and West Melbourne,371,Adderley Street,North and West Melbourne|371,-37.81214806,144.94900538
58 Agnes Street East Melbourne,58 agnes street east melbourne,East Melbourne,372,Agnes Street,East Melbourne|372,-37.81705844,144.98012554
58 Airlie Street South Yarra,58 airlie street south yarra,South Yarra,373,Airlie Street,South Yarra|373,-37.83151228,144.98711738
58 Albert Street East Melbourne,58 albert street east melbourne,East Melbourne,375,Albert Street,East Melbourne|375,-37.81090942,144.98928996
58 Alfred Street North Melbourne,58 alfred street north melbourne,North and West Melbourne,119625,Alfred Street,North and West Melbourne|119625,-37.79054693,144.93900896
58 Altona Street Kensington,58 altona street kensington,Kensington,381,Altona Street,Kensington|381,-37.79780213,144.92638764
58 Anderson Street South Yarra,58 anderson street south yarra,South Yarra,383,Anderson Street,South Yarra|383,-37.83232803,144.98417447
58 Appleton Dock Road West Melbourne,58 appleton dock road west melbourne,North and West Melbourne,392,Appleton Dock Road,North and West Melbourne|392,-37.81424254,144.92337712
58 Arden Street North Melbourne,58 arden street north melbourne,North and West Melbourne,395,Arden Street,North and West Melbourne|395,-37.80080654,144.94964855
58 Aurora Lane Docklands,58 aurora lane docklands,Docklands,117945,Aurora Lane,Docklands|117945,-37.81941527,144.95039783
58 Australian Wharf Docklands,58 australian wharf docklands,Docklands,120090,Australian Wharf,Docklands|120090,-37.82193372,144.94348186
58 Baillie Street North Melbourne,58 baillie street north melbourne,North and West Melbourne,408,Baillie Street,North and West Melbourne|408,-37.80125580,144.94625428
58 Bakehouse Road Kensington,58 bakehouse road kensington,Kensington,119557,Bakehouse Road,Kensington|119557,-37.79942824,144.93011321
58 Bangalore Street Kensington,58 bangalore street kensington,Kensington,411,Bangalore Street,Kensington|411,-37.79423313,144.92405568
58 Barkly Street Carlton,58 barkly street carlton,Carlton,415,Barkly Street,Carlton|415,-37.79873532,144.97327451
58 Barnett Street Kensington,58 barnett street kensington,Kensington,119632,Barnett Street,Kensington|119632,-37.79308132,144.93204685
58 Barry Street Carlton,58 barry street carlton,Carlton,421,Barry Street,Carlton|421,-37.80271952,144.95980391
58 Bateman Road Kensington,58 bateman road kensington,Kensington,1444,Bateman Road,Kensington|1444,-37.79566868,144.91766430
58 Batman Street West Melbourne,58 batman street west melbourne,North and West Melbourne,423,Batman Street,North and West Melbourne|423,-37.81068812,144.95117323
58 Batmans Hill Drive Docklands,58 batmans hill drive docklands,Docklands,117957,Batmans Hill Drive,Docklands|117957,-37.82004452,144.94872232
58 Bayswater Road Kensington,58 bayswater road kensington,Kensington,425,Bayswater Road,Kensington|425,-37.79351624,144.92348511
58 Bellair Street Kensington,58 bellair street kensington,Kensington,430,Bellair Street,Kensington|430,-37.79039871,144.92928937
58 Berkeley Street Carlton,58 berkeley street carlton,Carlton,441,Berkeley Street,Carlton|441,-37.80395886,144.95952496
58 Berry Street East Melbourne,58 berry street east melbourne,East Melbourne,442,Berry Street,East Melbourne|442,-37.81775675,144.98885050
58 Blackwood Street North Melbourne,58 blackwood street north melbourne,North and West Melbourne,446,Blackwood Street,North and West Melbourne|446,-37.80083563,144.95590872
58 Boundary Road North Melbourne,58 boundary road north melbourne,North and West Melbourne,453,Boundary Road,North and West Melbourne|453,-37.79384434,144.93926806
58 Bourke Street Melbourne,58 bourke street melbourne,Central City,455,Bourke Street,Central City|455,-37.81168192,144.97142017
58 Bouverie Street Carlton,58 bouverie street carlton,Carlton,456,Bouverie Street,Carlton|456,-37.80515749,144.96182727
58 Bromby Street Melbourne,58 bromby street melbourne,Central City,466,Bromby Street,Central City|466,-37.83488740,144.97686799
58 Brougham Street North Melbourne,58 brougham street north melbourne,North and West Melbourne,467,Brougham Street,North and West Melbourne|467,-37.79331245,144.94293677
58 Bruce Street Kensington,58 bruce street kensington,Kensington,469,Bruce Street,Kensington|469,-37.79851207,144.93525866
58 Buncle Street North Melbourne,58 buncle street north melbourne,North and West Melbourne,119651,Buncle Street,North and West Melbourne|119651,-37.79349746,144.94067225
58 Byron Street North Melbourne,58 byron street north melbourne,North and West Melbourne,474,Byron Street,North and West Melbourne|474,-37.80168443,144.95041482
58 Cade Way Parkville,58 cade way parkville,Parkville,119270,Cade Way,Parkville|119270,-37.77675233,144.93903465
58 Canning Street Carlton,58 canning street carlton,Carlton,479,Canning Street,Carlton|479,-37.79793006,144.97303045
58 Capel Street West Melbourne,58 capel street west melbourne,North and West Melbourne,482,Capel Street,North and West Melbourne|482,-37.80677351,144.95516348
58 Cardigan Street Carlton,58 cardigan street carlton,Carlton,483,Cardigan Street,Carlton|483,-37.80538048,144.96479489
58 Carlton Street Carlton,58 carlton street carlton,Carlton,486,Carlton Street,Carlton|486,-37.80088359,144.97202535
58 Cathedral Place East Melbourne,58 cathedral place east melbourne,East Melbourne,494,Cathedral Place,East Melbourne|494,-37.81062850,144.97591207
58 Chapman Street North Melbourne,58 chapman street north melbourne,North and West Melbourne,500,Chapman Street,North and West Melbourne|500,-37.79619768,144.94859668
58 Charles Street East Melbourne,58 charles street east melbourne,East Melbourne,501,Charles Street,East Melbourne|501,-37.81722076,144.98131446
58 Chelmsford Street Kensington,58 chelmsford street kensington,Kensington,504,Chelmsford Street,Kensington|504,-37.79672159,144.93427173
58 Chetwynd Street West Melbourne,58 chetwynd street west melbourne,North and West Melbourne,506,Chetwynd Street,North and West Melbourne|506,-37.80656561,144.95218481
58 City Road Southbank,58 city road southbank,Southbank,1345,City Road,Southbank|1345,-37.82150035,144.96612336
58 Clarendon Street East Melbourne,58 clarendon street east melbourne,East Melbourne,515,Clarendon Street,East Melbourne|515,-37.81463449,144.98300724
58 Clarendon Street Southbank,58 clarendon street southbank,Southbank,1366,Clarendon Street,Southbank|1366,-37.82636705,144.95733107
58 Clarke Street Southbank,58 clarke street southbank,Southbank,1363,Clarke Street,Southbank|1363,-37.82782384,144.95947190
58 Clifford Terrace Kensington,58 clifford terrace kensington,Kensington,117932,Clifford Terrace,Kensington|117932,-37.79645970,144.92709463
58 Clowes Street South Yarra,58 clowes street south yarra,South Yarra,517,Clowes Street,South Yarra|517,-37.83061066,144.98594795
58 Collett Street Kensington,58 collett street kensington,Kensington,119630,Collett Street,Kensington|119630,-37.79193326,144.93306911
58 Collins Street Melbourne,58 collins street melbourne,Central City,526,Collins Street,Central City|526,-37.81380691,144.97177858
58 Commercial Road South Yarra,58 commercial road south yarra,South Yarra,529,Commercial Road,South Yarra|529,-37.84517501,144.98224743
58 Coode Road West Melbourne,58 coode road west melbourne,North and West Melbourne,532,Coode Road,North and West Melbourne|532,-37.80963736,144.91627999
58 Courtney Street North Melbourne,58 courtney street north melbourne,North and West Melbourne,541,Courtney Street,North and West Melbourne|541,-37.80093230,144.95290494
58 Coventry Street Southbank,58 coventry street southbank,Southbank,1360,Coventry Street,Southbank|1360,-37.82914867,144.96902217
58 Curran Street North Melbourne,58 curran street north melbourne,North and West Melbourne,550,Curran Street,North and West Melbourne|550,-37.79209049,144.94268491
58 Curzon Street North Melbourne,58 curzon street north melbourne,North and West Melbourne,552,Curzon Street,North and West Melbourne|552,-37.80320657,144.94826174
58 Derby Street Kensington,58 derby street kensington,Kensington,569,Derby Street,Kensington|569,-37.79682503,144.92784789
58 Digital Drive Docklands,58 digital drive docklands,Docklands,120095,Digital Drive,Docklands|120095,-37.81283975,144.94460900
58 Dodds Street Southbank,58 dodds street southbank,Southbank,1355,Dodds Street,Southbank|1355,-37.82684233,144.96757445
58 Domain Road Melbourne,58 domain road melbourne,Central City,572,Domain Road,Central City|572,-37.83320401,144.97595080
58 Domain Street South Yarra,58 domain street south yarra,South Yarra,574,Domain Street,South Yarra|574,-37.83582710,144.97857569
58 Dorcas Street Southbank,58 dorcas street southbank,Southbank,360,Dorcas Street,Southbank|360,-37.83066781,144.96815242
58 Dorrit Street Carlton,58 dorrit street carlton,Carlton,575,Dorrit Street,Carlton|575,-37.79925517,144.96648190
58 Douglas Street Port Melbourne,58 douglas street port melbourne,Fishermans Bend,1392,Douglas Street,Fishermans Bend|1392,-37.82469320,144.92436150
58 Drummond Street Carlton,58 drummond street carlton,Carlton,583,Drummond Street,Carlton|583,-37.80556336,144.96778514
58 Dryburgh Street West Melbourne,58 dryburgh street west melbourne,North and West Melbourne,585,Dryburgh Street,North and West Melbourne|585,-37.80573818,144.94317100
58 Dudley Street West Melbourne,58 dudley street west melbourne,North and West Melbourne,586,Dudley Street,North and West Melbourne|586,-37.80880259,144.95340924
58 Dynon Road West Melbourne,58 dynon road west melbourne,North and West Melbourne,588,Dynon Road,North and West Melbourne|588,-37.80435906,144.93477714
58 Elgin Street Carlton,58 elgin street carlton,Carlton,598,Elgin Street,Carlton|598,-37.79757360,144.97260601
58 Elizabeth Street Kensington,58 elizabeth street kensington,Kensington,600,Elizabeth Street,Kensington|600,-37.79777051,144.93292580
58 Elizabeth Street Melbourne,58 elizabeth street melbourne,Central City,599,Elizabeth Street,Central City|599,-37.81675424,144.96449093
58 Elm Street North Melbourne,58 elm street north melbourne,North and West Melbourne,602,Elm Street,North and West Melbourne|602,-37.80359249,144.94624246
58 Epsom Road Kensington,58 epsom road kensington,Kensington,605,Epsom Road,Kensington|605,-37.79178079,144.92559391
58 Errol Street North Melbourne,58 errol street north melbourne,North and West Melbourne,607,Errol Street,North and West Melbourne|607,-37.80376784,144.94967260
58 Erskine Street North Melbourne,58 erskine street north melbourne,North and West Melbourne,611,Erskine Street,North and West Melbourne|611,-37.79453187,144.94318117
58 Exhibition Street Melbourne,58 exhibition street melbourne,Central City,615,Exhibition Street,Central City|615,-37.81452590,144.97187795
58 Fairbairn Drive Kensington,58 fairbairn drive kensington,Kensington,2038,Fairbairn Drive,Kensington|2038,-37.79650995,144.91929606
58 Faraday Street Carlton,58 faraday street carlton,Carlton,621,Faraday Street,Carlton|621,-37.79907979,144.97227948
58 Fawkner Street Southbank,58 fawkner street southbank,Southbank,1340,Fawkner Street,Southbank|1340,-37.82338093,144.96405941
58 Fitzgibbon Street Parkville,58 fitzgibbon street parkville,Parkville,629,Fitzgibbon Street,Parkville|629,-37.79494442,144.95699228
58 Flemington Road Parkville,58 flemington road parkville,Parkville,632,Flemington Road,Parkville|632,-37.79210159,144.94603569
58 Flinders Lane Melbourne,58 flinders lane melbourne,Central City,635,Flinders Lane,Central City|635,-37.81479807,144.97249714
58 Flinders Street Melbourne,58 flinders street melbourne,Central City,636,Flinders Street,Central City|636,-37.81571098,144.97289158
58 Francis Street Melbourne,58 francis street melbourne,Central City,642,Francis Street,Central City|642,-37.81828609,144.95468987
58 Franklin Street Melbourne,58 franklin street melbourne,Central City,644,Franklin Street,Central City|644,-37.80782179,144.96108791
58 Galada Avenue Parkville,58 galada avenue parkville,Parkville,119274,Galada Avenue,Parkville|119274,-37.77994762,144.93992337
58 Gatehouse Drive Kensington,58 gatehouse drive kensington,Kensington,1412,Gatehouse Drive,Kensington|1412,-37.79290282,144.91937202
58 Gatehouse Street Parkville,58 gatehouse street parkville,Parkville,649,Gatehouse Street,Parkville|649,-37.79533195,144.95293028
58 George Street East Melbourne,58 george street east melbourne,East Melbourne,652,George Street,East Melbourne|652,-37.81550934,144.98850748
58 Gipps Street East Melbourne,58 gipps street east melbourne,East Melbourne,656,Gipps Street,East Melbourne|656,-37.81312382,144.98762654
58 Gracie Street North Melbourne,58 gracie street north melbourne,North and West Melbourne,669,Gracie Street,North and West Melbourne|669,-37.79737845,144.93847876
58 Grant Street Southbank,58 grant street southbank,Southbank,1351,Grant Street,Southbank|1351,-37.82577818,144.96756777
58 Grattan Street Carlton,58 grattan street carlton,Carlton,674,Grattan Street,Carlton|674,-37.80067907,144.96761508
58 Green Street North Melbourne,58 green street north melbourne,North and West Melbourne,675,Green Street,North and West Melbourne|675,-37.79841056,144.93826218
58 Grey Street East Melbourne,58 grey street east melbourne,East Melbourne,677,Grey Street,East Melbourne|677,-37.81209090,144.98910794
58 Haig Street Southbank,58 haig street southbank,Southbank,1365,Haig Street,Southbank|1365,-37.82730116,144.95670320
58 Haines Street North Melbourne,58 haines street north melbourne,North and West Melbourne,685,Haines Street,North and West Melbourne|685,-37.79826977,144.94589156
58 Hall Street Port Melbourne,58 hall street port melbourne,Fishermans Bend,1388,Hall Street,Fishermans Bend|1388,-37.82117639,144.92690826
58 Harbour Esplanade Docklands,58 harbour esplanade docklands,Docklands,117766,Harbour Esplanade,Docklands|117766,-37.82061827,144.94750505
58 Harcourt Street North Melbourne,58 harcourt street north melbourne,North and West Melbourne,687,Harcourt Street,North and West Melbourne|687,-37.79908441,144.95173930
58 Hardiman Street Kensington,58 hardiman street kensington,Kensington,688,Hardiman Street,Kensington|688,-37.79582933,144.93395304
58 Hardware Lane Melbourne,58 hardware lane melbourne,Central City,3226,Hardware Lane,Central City|3226,-37.81336878,144.96114747
58 Hawke Street West Melbourne,58 hawke street west melbourne,North and West Melbourne,696,Hawke Street,North and West Melbourne|696,-37.80768738,144.94608885
58 Hayward Lane Melbourne,58 hayward lane melbourne,Central City,698,Hayward Lane,Central City|698,-37.80929206,144.96698721
58 Henderson Street North Melbourne,58 henderson street north melbourne,North and West Melbourne,702,Henderson Street,North and West Melbourne|702,-37.79731709,144.93919673
58 Henry Street Kensington,58 henry street kensington,Kensington,703,Henry Street,Kensington|703,-37.79569900,144.92634941
58 Hope Street South Yarra,58 hope street south yarra,South Yarra,720,Hope Street,South Yarra|720,-37.83602827,144.97937401
58 Howard Street North Melbourne,58 howard street north melbourne,North and West Melbourne,726,Howard Street,North and West Melbourne|726,-37.80394002,144.95415943
58 Howlett Street Kensington,58 howlett street kensington,Kensington,1422,Howlett Street,Kensington|1422,-37.79061885,144.92147977
58 Jageurs Lane Parkville,58 jageurs lane parkville,Parkville,120047,Jageurs Lane,Parkville|120047,-37.79527382,144.95737516
58 Jeffcott Street West Melbourne,58 jeffcott street west melbourne,North and West Melbourne,740,Jeffcott Street,North and West Melbourne|740,-37.81179100,144.95170386
58 Jolimont Lane East Melbourne,58 jolimont lane east melbourne,East Melbourne,743,Jolimont Lane,East Melbourne|743,-37.81699351,144.97949452
58 Jolimont Street East Melbourne,58 jolimont street east melbourne,East Melbourne,745,Jolimont Street,East Melbourne|745,-37.81844190,144.98080164
58 Jones Place West Melbourne,58 jones place west melbourne,North and West Melbourne,1261,Jones Place,North and West Melbourne|1261,-37.80632505,144.94868445
58 Kavanagh Street Southbank,58 kavanagh street southbank,Southbank,1348,Kavanagh Street,Southbank|1348,-37.82415051,144.96400602
58 Kay Street Carlton,58 kay street carlton,Carlton,750,Kay Street,Carlton|750,-37.79503933,144.97296280
58 Kensington Road Kensington,58 kensington road kensington,Kensington,753,Kensington Road,Kensington|753,-37.79528777,144.92547326
58 Keppel Street Carlton,58 keppel street carlton,Carlton,755,Keppel Street,Carlton|755,-37.79491216,144.96606311
58 King Street Melbourne,58 king street melbourne,Central City,761,King Street,Central City|761,-37.81891174,144.95706742
58 Kings Way Southbank,58 kings way southbank,Southbank,1359,Kings Way,Southbank|1359,-37.82741272,144.96151018
58 La Trobe Street Melbourne,58 la trobe street melbourne,Central City,780,La Trobe Street,Central City|780,-37.80848375,144.96712845
58 Lambeth Street Kensington,58 lambeth street kensington,Kensington,119629,Lambeth Street,Kensington|119629,-37.79131275,144.93404070
58 Langford Street North Melbourne,58 langford street north melbourne,North and West Melbourne,774,Langford Street,North and West Melbourne|774,-37.79790003,144.93709301
58 Laurens Street North Melbourne,58 laurens street north melbourne,North and West Melbourne,781,Laurens Street,North and West Melbourne|781,-37.80380133,144.94144265
58 Leicester Street Carlton,58 leicester street carlton,Carlton,786,Leicester Street,Carlton|786,-37.80495770,144.96034649
58 Leopold Street South Yarra,58 leopold street south yarra,South Yarra,790,Leopold Street,South Yarra|790,-37.83653487,144.98294116
58 Leveson Street North Melbourne,58 leveson street north melbourne,North and West Melbourne,791,Leveson Street,North and West Melbourne|791,-37.80284839,144.95133956
58 Little Baillie Street North Melbourne,58 little baillie street north melbourne,North and West Melbourne,806,Little Baillie Street,North and West Melbourne|806,-37.80118994,144.94777351
58 Little Bourke Street Melbourne,58 little bourke street melbourne,Central City,809,Little Bourke Street,Central City|809,-37.81083400,144.97083421
58 Little Chelmsford Street Kensington,58 little chelmsford street kensington,Kensington,3005,Little Chelmsford Street,Kensington|3005,-37.79618280,144.93396668
58 Little Collins Street Melbourne,58 little collins street melbourne,Central City,812,Little Collins Street,Central City|812,-37.81280005,144.97167953
58 Little Curran Street North Melbourne,58 little curran street north melbourne,North and West Melbourne,813,Little Curran Street,North and West Melbourne|813,-37.79184616,144.94405658
58 Little Hardiman Street Kensington,58 little hardiman street kensington,Kensington,3004,Little Hardiman Street,Kensington|3004,-37.79523700,144.93318963
58 Little La Trobe Street Melbourne,58 little la trobe street melbourne,Central City,822,Little La Trobe Street,Central City|822,-37.80945065,144.96202610
58 Little Lonsdale Street Melbourne,58 little lonsdale street melbourne,Central City,825,Little Lonsdale Street,Central City|825,-37.80880432,144.97012851
58 Little Lothian Street North North Melbourne,58 little lothian street north north melbourne,North and West Melbourne,826,Little Lothian Street North,North and West Melbourne|826,-37.80117858,144.94532826
58 Little Palmerston Street Carlton,58 little palmerston street carlton,Carlton,828,Little Palmerston Street,Carlton|828,-37.79641359,144.96848185
58 Lloyd Street Kensington,58 lloyd street kensington,Kensington,800,Lloyd Street,Kensington|800,-37.80066564,144.93260188
58 Lonsdale Street Melbourne,58 lonsdale street melbourne,Central City,803,Lonsdale Street,Central City|803,-37.80972398,144.97049166
58 Lorimer Street Docklands,58 lorimer street docklands,Docklands,1370,Lorimer Street,Docklands|1370,-37.82510337,144.94704684
58 Lothian Street North Melbourne,58 lothian street north melbourne,North and West Melbourne,804,Lothian Street,North and West Melbourne|804,-37.80173829,144.94481651
58 Lygon Street Carlton,58 lygon street carlton,Carlton,840,Lygon Street,Carlton|840,-37.80568000,144.96625618
58 MacArthur Place North Carlton,58 macarthur place north carlton,Carlton,843,MacArthur Place North,Carlton|843,-37.79804706,144.97116954
58 MacArthur Place South Carlton,58 macarthur place south carlton,Carlton,844,MacArthur Place South,Carlton|844,-37.79838801,144.97095485
58 Macaulay Road North Melbourne,58 macaulay road north melbourne,North and West Melbourne,847,Macaulay Road,North and West Melbourne|847,-37.79859056,144.94260954
58 Mackenzie Road West Melbourne,58 mackenzie road west melbourne,North and West Melbourne,857,Mackenzie Road,North and West Melbourne|857,-37.81488117,144.90835756
58 MacKenzie Street Melbourne,58 mackenzie street melbourne,Central City,858,MacKenzie Street,Central City|858,-37.80765483,144.96600248
58 Manningham Street Parkville,58 manningham street parkville,Parkville,870,Manningham Street,Parkville|870,-37.78707372,144.94213013
58 Mark Street North Melbourne,58 mark street north melbourne,North and West Melbourne,119627,Mark Street,North and West Melbourne|119627,-37.79350708,144.93836199
58 Market Street Kensington,58 market street kensington,Kensington,119636,Market Street,Kensington|119636,-37.79040974,144.92603071
58 Market Street Melbourne,58 market street melbourne,Central City,1424,Market Street,Central City|1424,-37.81781214,144.96059064
58 Marne Street South Yarra,58 marne street south yarra,South Yarra,879,Marne Street,South Yarra|879,-37.83492273,144.98431668
58 Mason Street South Yarra,58 mason street south yarra,South Yarra,884,Mason Street,South Yarra|884,-37.83623926,144.98092516
58 Mcallister Mews Kensington,58 mcallister mews kensington,Kensington,1425,Mcallister Mews,Kensington|1425,-37.79354869,144.91978260
58 McClure Road Kensington,58 mcclure road kensington,Kensington,119559,McClure Road,Kensington|119559,-37.79892176,144.93072413
58 McConnell Street Kensington,58 mcconnell street kensington,Kensington,119634,McConnell Street,Kensington|119634,-37.79184098,144.92867975
58 McCracken Street Kensington,58 mccracken street kensington,Kensington,119635,McCracken Street,Kensington|119635,-37.79194119,144.92763415
58 Mclennan Drive Kensington,58 mclennan drive kensington,Kensington,119558,Mclennan Drive,Kensington|119558,-37.80039407,144.93167097
58 Mcnamara Mews Kensington,58 mcnamara mews kensington,Kensington,2037,Mcnamara Mews,Kensington|2037,-37.79563606,144.91881858
58 Melrose Street North Melbourne,58 melrose street north melbourne,North and West Melbourne,890,Melrose Street,North and West Melbourne|890,-37.79312699,144.94230184
58 Mercantile Parade Kensington,58 mercantile parade kensington,Kensington,2036,Mercantile Parade,Kensington|2036,-37.79623075,144.92079334
58 Merchant Street Docklands,58 merchant street docklands,Docklands,117952,Merchant Street,Docklands|117952,-37.82069419,144.94425368
58 Miller Street West Melbourne,58 miller street west melbourne,North and West Melbourne,899,Miller Street,North and West Melbourne|899,-37.80558346,144.94580827
58 Millswyn Street South Yarra,58 millswyn street south yarra,South Yarra,900,Millswyn Street,South Yarra|900,-37.83599759,144.98038746
58 Molesworth Street North Melbourne,58 molesworth street north melbourne,North and West Melbourne,905,Molesworth Street,North and West Melbourne|905,-37.79730384,144.94789182
58 Moore Street Southbank,58 moore street southbank,Southbank,1350,Moore Street,Southbank|1350,-37.82511888,144.96539363
58 Moray Street Southbank,58 moray street southbank,Southbank,1399,Moray Street,Southbank|1399,-37.82812355,144.96095701
58 Morrah Street Parkville,58 morrah street parkville,Parkville,912,Morrah Street,Parkville|912,-37.79537920,144.95548137
58 Moubray Street Melbourne,58 moubray street melbourne,Central City,916,Moubray Street,Central City|916,-37.84825984,144.98337123
58 Munster Terrace North Melbourne,58 munster terrace north melbourne,North and West Melbourne,920,Munster Terrace,North and West Melbourne|920,-37.80210819,144.94273348
58 Newman Street Kensington,58 newman street kensington,Kensington,2032,Newman Street,Kensington|2032,-37.79532890,144.92055060
58 Newquay Promenade Docklands,58 newquay promenade docklands,Docklands,117864,Newquay Promenade,Docklands|117864,-37.81510642,144.94109875
58 Newton Street Kensington,58 newton street kensington,Kensington,3170,Newton Street,Kensington|3170,-37.79595589,144.92296360
58 O'connell Street Melbourne,58 o'connell street melbourne,Central City,939,O'connell Street,Central City|939,-37.80458503,144.95787516
58 O'shanassy Street North Melbourne,58 o'shanassy street north melbourne,North and West Melbourne,949,O'shanassy Street,North and West Melbourne|949,-37.79985758,144.94768803
58 Oak Street Parkville,58 oak street parkville,Parkville,938,Oak Street,Parkville|938,-37.78258888,144.94174532
58 Olympic Boulevard Melbourne,58 olympic boulevard melbourne,Central City,119497,Olympic Boulevard,Central City|119497,-37.82395301,144.98243121
58 Ormond Street Kensington,58 ormond street kensington,Kensington,947,Ormond Street,Kensington|947,-37.79729524,144.92925023
58 Owen Street Carlton,58 owen street carlton,Carlton,950,Owen Street,Carlton|950,-37.80039093,144.97262763
58 Park Drive Parkville,58 park drive parkville,Parkville,956,Park Drive,Parkville|956,-37.79507508,144.95525820
58 Park Place South Yarra,58 park place south yarra,South Yarra,959,Park Place,South Yarra|959,-37.83928060,144.98539644
